Step,Voltage_Mean,Voltage_Std,Voltage_StdErr,Resistance_Mean,Resistance_Std,Resistance_StdErr
63,-0.0003710299771990879,0.06497399800481633,0.00031831264963748114,0.0,0.0,0.0
64,-9.656678267130686e-05,0.0646318286114397,0.00031663633527211776,0.0,0.0,0.0
65,-0.0006364699867994721,0.06518996450108311,0.0003193706862332052,0.0,0.0,0.0
66,-0.0005797539661586465,0.06471475534763332,0.0003170425997769066,0.0,0.0,0.0
67,-0.0006282077043081722,0.06509764562764092,0.0003189184089204446,0.0,0.0,0.0
68,-0.0005503342373694948,0.06490422234911539,0.000317970813294815,0.0,0.0,0.0
69,-0.0005615821192847714,0.06488872491187155,0.0003178948901492005,0.0,0.0,0.0
70,-0.000609811904476179,0.06463521931753669,0.0003166529466039584,0.0,0.0,0.0
71,-0.0005457663506540262,0.06470287746379273,0.0003169844091038145,0.0,0.0,0.0
72,-0.0005920535941437657,0.06514522886452935,0.0003191515228841438,0.0,0.0,0.0
73,-0.0005930520820832834,0.0651739040688965,0.00031929200493175194,0.0,0.0,0.0
74,-0.0005819757590303612,0.06540498925428802,0.0003204241091567142,0.0,0.0,0.0
75,-0.00026696291851674073,0.06532229230348705,0.0003200189703883649,0.0,0.0,0.0
76,-0.00027253092523700945,0.0644878455475435,0.00031593095108799646,0.0,0.0,0.0
77,-0.0007608116884675386,0.0649365817502266,0.00031812934450768,0.0,0.0,0.0
78,-0.00030346998679947206,0.06505193828454792,0.00031869448510577115,0.0,0.0,0.0
79,-0.0003928884915396617,0.06511762829345051,0.0003190163055482649,0.0,0.0,0.0
80,-0.0005900015600624026,0.06542283968566714,0.00032051155980287945,0.0,0.0,0.0
81,-0.0005543198607944319,0.06594657482146725,0.0003230773788059277,0.0,0.0,0.0
82,-0.0005537909996399857,0.06548473678207083,0.00032081479847321126,0.0,0.0,0.0
83,-0.000530939973598944,0.06460698132617901,0.00031651460649675375,0.0,0.0,0.0
84,-0.0005939891515660626,0.06504013265289531,0.00031863664840174524,0.0,0.0,0.0
85,-0.0006264517700708028,0.0651136464026022,0.0003189967979565295,0.0,0.0,0.0
86,-0.0005722477859114365,0.06670260896453158,0.0003267812486413251,0.0,0.0,0.0
87,-0.0005182247449897997,0.06543650909144509,0.00032057852728072843,0.0,0.0,0.0
88,-0.0005240841233649347,0.06579626274844197,0.00032234098831578686,0.0,0.0,0.0
89,-0.0005944001200048002,0.06493028406617542,0.0003180984916656437,0.0,0.0,0.0
90,-0.0005426570982839315,0.06470849720574613,0.00031701194065499494,0.0,0.0,0.0
91,-0.0005799262930517219,0.0657828693313331,0.00032227537292780795,0.0,0.0,0.0
92,-0.0005265403336133445,0.06644490842359946,0.0003255187537277285,0.0,0.0,0.0
93,-8.466811472458902e-05,0.06602464098779574,0.0003234598310024082,0.0,0.0,0.0
94,-0.0005444141845673828,0.06815037239974814,0.00033387395386592716,0.0,0.0,0.0
95,-0.0007580559702388096,0.09129044423306337,0.0004472389583946344,0.0,0.0,0.0
96,-0.0007131141005640224,0.09059439852736367,0.0004438289765610763,0.0,0.0,0.0
97,-0.00033118192727709094,0.0932869938499245,0.00045702020963653354,0.0,0.0,0.0
98,-0.00020654988599544006,0.17173994429616724,0.0008413672914733383,0.0,0.0,0.0
99,-0.0006836417856714267,0.41907424886480205,0.0020530772100726203,0.0,0.0,0.0
100,-0.0007270611304452182,0.5656131327047058,0.0027709825540925643,0.0,0.0,0.0
101,-0.0006337184207368296,0.5610974636493855,0.002748859941570268,0.0,0.0,0.0
102,-0.0002587012360494422,0.14319099372168465,0.0007015037709761171,0.0,0.0,0.0
103,-0.000285186847473899,0.12630599513533233,0.0006187828548528931,0.0,0.0,0.0
104,-0.00021598552742109687,0.12195523959414042,0.000597468166411848,0.0,0.0,0.0
105,-0.00023016771870874845,0.12066236164254314,0.0005911342571701802,0.0,0.0,0.0
106,-0.0002494464418576744,0.1189315436767046,0.0005826548458723656,0.0,0.0,0.0
107,-0.0006586798751950078,0.11495182561925517,0.0005631578988077421,0.0,0.0,0.0
108,-0.0005959241089643584,0.13829679553240254,0.000677526714902611,0.0,0.0,0.0
109,-0.000520979839193568,0.16414890789012374,0.0008041782160569975,0.0,0.0,0.0
110,-0.0005541449417976719,0.18478334395591242,0.0009052679168537612,0.0,0.0,0.0
111,-0.0005582466818672745,0.17084804618946833,0.0008369978135549727,0.0,0.0,0.0
112,-0.0005100212168486739,0.2585673933778303,0.0012667416908815278,0.0,0.0,0.0
113,-9.568760350413998e-05,0.27939608882531103,0.0013687830834381049,0.0,0.0,0.0
114,-0.00019441987279491177,0.24678443675569023,0.001209016073586454,0.0,0.0,0.0
115,-0.00019764555382215275,0.1907071509026814,0.0009342891059920249,0.0,0.0,0.0
116,-0.00015709593183727352,0.22804415842023873,0.0011172059982474042,0.0,0.0,0.0
117,-0.0003042333133325333,0.12385934744463141,0.0006067965382790122,0.0,0.0,0.0
118,-0.0005120693867754711,0.1293889140876366,0.0006338863136280917,0.0,0.0,0.0
119,-0.0007223759510380416,0.13085140729121716,0.0006410511811289961,0.0,0.0,0.0
120,-0.0006768449297971919,0.13605535505260402,0.0006665457243519528,0.0,0.0,0.0
121,-0.0006187708868354736,0.13862026162317317,0.0006791114003395984,0.0,0.0,0.0
122,-0.0006602036241449658,0.1393608034863706,0.0006827393722957703,0.0,0.0,0.0
123,-0.0005725426617064683,0.14349719705979563,0.0007030038848505122,0.0,0.0,0.0
124,-0.0006015488299531982,0.14506882589522918,0.000710703416266394,0.0,0.0,0.0
125,-0.0006275061322452899,0.14981984587028604,0.000733979031176667,0.0,0.0,0.0
126,-0.0005830295451818074,0.15383269054090432,0.0007536382680854602,0.0,0.0,0.0
127,-6.117489499579988e-05,0.15040789796815424,0.0007368599439593993,0.0,0.0,0.0
128,-9.610037201488062e-05,0.15227191446869734,0.0007459919051973683,0.0,0.0,0.0
129,-0.0001555720148805955,0.15662895594417467,0.0007673373889174372,0.0,0.0,0.0
130,-0.00021639654386175467,0.1589864111373257,0.0007788867445362482,0.0,0.0,0.0
131,-0.00012779747989919598,0.15824527341387018,0.0007752558534145117,0.0,0.0,0.0
132,-0.0002783315012600505,0.1531908103489372,0.0007504936472997772,0.0,0.0,0.0
133,-0.0006466075843033723,0.15659403676646078,0.0007671663171606946,0.0,0.0,0.0
134,-0.00016459704788191533,0.15980356058068507,0.0007828900229622769,0.0,0.0,0.0
135,-0.0005393192127685106,0.15590614667774985,0.0007637962903265646,0.0,0.0,0.0
136,-0.0002547763350534022,0.15481821659156353,0.000758466436554466,0.0,0.0,0.0
137,-0.00028465784231369255,0.15183932352109025,0.0007438726086330444,0.0,0.0,0.0
138,-0.00036675336613464543,0.1519295465048608,0.000744314618019939,0.0,0.0,0.0
139,-0.0002676071762870516,0.14934983652580958,0.000731676418987348,0.0,0.0,0.0
140,-0.00048593704548181924,0.1470550864612278,0.0007204342606510445,0.0,0.0,0.0
141,-0.0002588783631345256,0.13673963071736828,0.0006698980438431655,0.0,0.0,0.0
142,-0.00031190550822032874,0.13654125402305203,0.0006689261810498455,0.0,0.0,0.0
143,-0.0003109112444497779,0.13398710811698186,0.0006564132223911886,0.0,0.0,0.0
144,-0.0003695636385455418,0.13548602205690582,0.0006637565179008844,0.0,0.0,0.0
145,-0.0003239809912396497,0.12908718023501367,0.0006324080961093451,0.0,0.0,0.0
146,-0.0002920415936637467,0.12621031981099945,0.0006183141340272012,0.0,0.0,0.0
147,-0.0006160232089283571,0.12257271113382676,0.0006004932073191156,0.0,0.0,0.0
148,-0.0005713703348133926,0.1237915507571809,0.0006064643970551119,0.0,0.0,0.0
149,-0.0005030464898595943,0.11909182895975856,0.0005834400958910427,0.0,0.0,0.0
150,-0.000457401320052802,0.1167559071139446,0.0005719962338089832,0.0,0.0,0.0
151,-0.0003852688107524301,0.11540924688340129,0.0005653988410163482,0.0,0.0,0.0
152,-0.0003032928357134286,0.11593542948754143,0.000567976650356395,0.0,0.0,0.0
153,-0.0004122829233169325,0.1154391357043815,0.0005655452686657603,0.0,0.0,0.0
154,-0.00046900244809792405,0.11340726966265703,0.0005555909995225595,0.0,0.0,0.0
155,-0.0004892750510020401,0.1125037864360965,0.0005511647652045145,0.0,0.0,0.0
156,-0.00049203122524901,0.10880386837270065,0.0005330385799863321,0.0,0.0,0.0
157,-0.0003293107404296171,0.10772253993307067,0.00052774106819213,0.0,0.0,0.0
158,-0.0003948784591383655,0.10812661910375328,0.0005297206833525479,0.0,0.0,0.0
159,-0.00046331626065042596,0.10553408444296335,0.0005170196552106151,0.0,0.0,0.0
160,-0.0004027883115324613,0.1061278398620477,0.0005199285090058109,0.0,0.0,0.0
161,-0.0002704807872314893,0.10361230748673296,0.0005076047210256416,0.0,0.0,0.0
162,-0.0004386522500900036,0.10261967071815438,0.0005027417165986951,0.0,0.0,0.0
163,-0.000487696267850714,0.10220782324830244,0.0005007240439388513,0.0,0.0,0.0
164,-0.0003480028081123246,0.10249353844361739,0.0005021237848145113,0.0,0.0,0.0
165,-0.0004312091923676948,0.10180820237040036,0.0004987662703001407,0.0,0.0,0.0
166,-0.0005310569302772112,0.10540328464454643,0.0005163788568653594,0.0,0.0,0.0
167,-0.0005848499939997602,0.14510448140471488,0.0007108780953695289,0.0,0.0,0.0
168,-0.0005911193087723509,0.12093018880505467,0.0005924463631873844,0.0,0.0,0.0
169,-0.0002765155886235449,0.10337553939051264,0.0005064447757802847,0.0,0.0,0.0
170,-0.00030563573742949725,0.10247502061920062,0.000502033064558153,0.0,0.0,0.0
171,-0.0002575884795391817,0.10210620257675959,0.000500226196396603,0.0,0.0,0.0
172,-0.000445975639025561,0.10590270230557156,0.0005188255426756566,0.0,0.0,0.0
173,-0.0003427281651266049,0.11529722685653834,0.0005648500462267685,0.0,0.0,0.0
174,-0.0003468870274810992,0.1140486320566373,0.000558733083575792,0.0,0.0,0.0
175,-0.00034811863674546984,0.1084169033145184,0.0005311428081888512,0.0,0.0,0.0
176,-0.0003588433697347894,0.10758878884049446,0.0005270858112281566,0.0,0.0,0.0
177,-0.00046419651986079444,0.10863120136558202,0.0005321926709422738,0.0,0.0,0.0
178,-0.0002837211568462739,0.10690782417464843,0.0005237497125771412,0.0,0.0,0.0
179,-0.0003823390615624625,0.1115885494340776,0.0005466809482299564,0.0,0.0,0.0
180,-0.000280851914076563,0.11037130817440541,0.00054071758900146,0.0,0.0,0.0
181,-0.00036739822392895715,0.1114744286259545,0.0005461218615502396,0.0,0.0,0.0
182,-0.0003332367934717391,0.1158066117462581,0.0005673455622625829,0.0,0.0,0.0
183,-0.0003014190327613105,0.12342919771035023,0.000604689201407888,0.0,0.0,0.0
184,-0.0002594049441977679,0.14552409648522477,0.000712933822155728,0.0,0.0,0.0
185,-0.0002032127925117002,0.25613997665474253,0.00125484958830777,0.0,0.0,0.0
186,-0.000398865330613224,0.35126891463462107,0.0017208936249288524,0.0,0.0,0.0
187,-0.00033030526821072807,0.3210543907622638,0.0015728703318165515,0.0,0.0,0.0
188,-0.00020965815432617352,0.1910181162666219,0.000935812549399864,0.0,0.0,0.0
189,-0.0002538378975159006,0.15078616404864975,0.0007387130987912997,0.0,0.0,0.0
190,-0.00030850790831633243,0.10942741557255597,0.0005360933860234375,0.0,0.0,0.0
191,-0.00030909557182287286,0.080964209506181,0.0003966499345138991,0.0,0.0,0.0
192,-0.00038438725549021956,0.06808020573129028,0.00033353020192147397,0.0,0.0,0.0
193,-0.0003168870514820594,0.0660136360258628,0.0003234059168413653,0.0,0.0,0.0
194,-0.000572015576623065,0.06628221209843184,0.0003247216918269579,0.0,0.0,0.0
195,-0.000536567478699148,0.06643782833354558,0.0003254840678180735,0.0,0.0,0.0
